_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
311,2010,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0,672,0,0,,,,,,
312,2011,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0,680,0,0,,,,,,
313,2012,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0,679,0,0,,,,,,
314,2013,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,143.9,139.4,,,,,,
315,2014,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0,720,0,0,,,,,,
316,2015,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0,540,0,0,,,,,,
317,2016,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,152.7,117.5,1,Cell suppressed for small numbers
318,2017,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,150.8,113.6,1,Cell suppressed for small numbers
319,2018,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,,,0,658,0,0,,
320,2019,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,,,0,651,0,0,,
321,2020,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,,,0,692,0,0,,
322,2021,Alpine,5,COPD or Asthma in Older Adults (Age 40+),,,,,0,711,0,0,,
323,2005,Alpine,7,Hypertension,0,979,0,0,,,,,,
324,2006,Alpine,7,Hypertension,0,1001,0,0,,,,,,
325,2007,Alpine,7,Hypertension,0,1009,0,0,,,,,,
326,2008,Alpine,7,Hypertension,0,957,0,0,,,,,,
327,2009,Alpine,7,Hypertension,0,947,0,0,,,,,,
328,2010,Alpine,7,Hypertension,0,895,0,0,,,,,,
329,2011,Alpine,7,Hypertension,1,888,112.6,103.1,,,,,,
330,2012,Alpine,7,Hypertension,0,2975,0,0,,,,,,
331,2013,Alpine,7,Hypertension,0,2967,0,0,,,,,,
332,2014,Alpine,7,Hypertension,0,2018,0,0,,,,,,
333,2015,Alpine,7,Hypertension,0,3000,0,0,,,,,,
334,2016,Alpine,7,Hypertension,,,,,0,860,0,0,,
335,2017,Alpine,7,Hypertension,,,,,0,909,0,0,,
336,2018,Alpine,7,Hypertension,,,,,0,886,0,0,,
337,2019,Alpine,7,Hypertension,,,,,0,909,0,0,,
338,2020,Alpine,7,Hypertension,,,,,0,967,0,0,,
339,2021,Alpine,7,Hypertension,,,,,0,"1,014",0,0,,
340,2005,Alpine,8,Heart Failure,1,979,102.1,116.8,,,,,,
341,2006,Alpine,8,Heart Failure,0,1001,0,0,,,,,,
342,2007,Alpine,8,Heart Failure,0,1009,0,0,,,,,,
343,2008,Alpine,8,Heart Failure,1,957,104.5,108.6,,,,,,
344,2009,Alpine,8,Heart Failure,1,947,105.6,113.7,,,,,,
345,2010,Alpine,8,Heart Failure,0,895,0,0,,,,,,
346,2011,Alpine,8,Heart Failure,0,888,0,0,,,,,,
347,2012,Alpine,8,Heart Failure,1,2975,33.6,101.2,,,,,,
348,2013,Alpine,8,Heart Failure,0,2967,0,0,,,,,,
349,2014,Alpine,8,Heart Failure,0,2018,0,0,,,,,,
350,2015,Alpine,8,Heart Failure,0,3000,0,0,,,,,,
351,2016,Alpine,8,Heart Failure,,,,,0,860,0,0,,
352,2017,Alpine,8,Heart Failure,,,,,0,909,0,0,,
353,2018,Alpine,8,Heart Failure,,,,,1,886,112.9,76,,
354,2019,Alpine,8,Heart Failure,,,,,0,909,0,0,,
355,2020,Alpine,8,Heart Failure,,,,,0,967,0,0,,
356,2021,Alpine,8,Heart Failure,,,,,0,"1,014",0,0,,
357,2005,Alpine,10,Dehydration,0,979,0,0,,,,,,
358,2006,Alpine,10,Dehydration,0,1001,0,0,,,,,,
359,2007,Alpine,10,Dehydration,2,1009,198.2,226.7,,,,,,
360,2008,Alpine,10,Dehydration,0,957,0,0,,,,,,
361,2009,Alpine,10,Dehydration,0,947,0,0,,,,,,
362,2010,Alpine,10,Dehydration,1,895,111.7,125.3,,,,,,
363,2011,Alpine,10,Dehydration,0,888,0,0,,,,,,
364,2012,Alpine,10,Dehydration,0,2975,0,0,,,,,,
365,2013,Alpine,10,Dehydration,0,2967,0,0,,,,,,
366,2014,Alpine,10,Dehydration,0,2018,0,0,,,,,,
367,2015,Alpine,10,Dehydration,1,3000,33.3,77.9,,,,,,
368,2005,Alpine,11,Community-Acquired Pneumonia,1,979,102.1,114.2,,,,,,
369,2006,Alpine,11,Community-Acquired Pneumonia,1,1001,99.9,118.6,,,,,,
370,2007,Alpine,11,Community-Acquired Pneumonia,2,1009,198.2,223.7,,,,,,
371,2008,Alpine,11,Community-Acquired Pneumonia,0,957,0,0,,,,,,
372,2009,Alpine,11,Community-Acquired Pneumonia,0,947,0,0,,,,,,
373,2010,Alpine,11,Community-Acquired Pneumonia,3,895,335.2,369.2,,,,,,
374,2011,Alpine,11,Community-Acquired Pneumonia,0,888,0,0,,,,,,
375,2012,Alpine,11,Community-Acquired Pneumonia,1,2975,33.6,82.4,,,,,,
376,2013,Alpine,11,Community-Acquired Pneumonia,0,2967,0,0,,,,,,
377,2014,Alpine,11,Community-Acquired Pneumonia,0,2018,0,0,,,,,,
378,2015,Alpine,11,Community-Acquired Pneumonia,0,3000,0,0,,,,,,
379,2016,Alpine,11,Community-Acquired Pneumonia,,,,,0,860,0,0,,
380,2017,Alpine,11,Community-Acquired Pneumonia,,,,,0,909,0,0,,
381,2018,Alpine,11,Community-Acquired Pneumonia,,,,,1,886,112.9,74.7,,
382,2019,Alpine,11,Community-Acquired Pneumonia,,,,,0,909,0,0,,
383,2020,Alpine,11,Community-Acquired Pneumonia,,,,,1,967,103.4,71.5,,
384,2021,Alpine,11,Community-Acquired Pneumonia,,,,,0,"1,014",0,0,,
385,2005,Alpine,12,Urinary Tract Infection,0,979,0,0,,,,,,
386,2006,Alpine,12,Urinary Tract Infection,0,1001,0,0,,,,,,
387,2007,Alpine,12,Urinary Tract Infection,0,1009,0,0,,,,,,
388,2008,Alpine,12,Urinary Tract Infection,0,957,0,0,,,,,,
389,2009,Alpine,12,Urinary Tract Infection,0,947,0,0,,,,,,
390,2010,Alpine,12,Urinary Tract Infection,0,895,0,0,,,,,,
391,2011,Alpine,12,Urinary Tract Infection,0,888,0,0,,,,,,
392,2012,Alpine,12,Urinary Tract Infection,0,2975,0,0,,,,,,
393,2013,Alpine,12,Urinary Tract Infection,0,2967,0,0,,,,,,
394,2014,Alpine,12,Urinary Tract Infection,0,2018,0,0,,,,,,
395,2015,Alpine,12,Urinary Tract Infection,0,3000,0,0,,,,,,
396,2016,Alpine,12,Urinary Tract Infection,,,,,2,860,232.6,191,,
397,2017,Alpine,12,Urinary Tract Infection,,,,,0,909,0,0,,
398,2018,Alpine,12,Urinary Tract Infection,,,,,0,886,0,0,,
399,2019,Alpine,12,Urinary Tract Infection,,,,,0,909,0,0,,
400,2020,Alpine,12,Urinary Tract Infection,,,,,0,967,0,0,,
401,2021,Alpine,12,Urinary Tract Infection,,,,,0,"1,014",0,0,,
402,2005,Alpine,13,Angina without Procedure,0,979,0,0,,,,,,
403,2006,Alpine,13,Angina without Procedure,0,1001,0,0,,,,,,
404,2007,Alpine,13,Angina without Procedure,0,1009,0,0,,,,,,
405,2008,Alpine,13,Angina without Procedure,0,957,0,0,,,,,,
406,2009,Alpine,13,Angina without Procedure,0,947,0,0,,,,,,
407,2010,Alpine,13,Angina without Procedure,0,895,0,0,,,,,,
408,2011,Alpine,13,Angina without Procedure,0,888,0,0,,,,,,
409,2012,Alpine,13,Angina without Procedure,0,2975,0,0,,,,,,
410,2013,Alpine,13,Angina without Procedure,0,2967,0,0,,,,,,
411,2014,Alpine,13,Angina without Procedure,0,2018,0,0,,,,,,
412,2015,Alpine,13,Angina without Procedure,0,3000,0,0,,,,,,
413,2005,Alpine,14,Uncontrolled Diabetes,0,979,0,0,,,,,,
414,2006,Alpine,14,Uncontrolled Diabetes,0,1001,0,0,,,,,,
415,2007,Alpine,14,Uncontrolled Diabetes,0,1009,0,0,,,,,,
416,2008,Alpine,14,Uncontrolled Diabetes,0,957,0,0,,,,,,
417,2009,Alpine,14,Uncontrolled Diabetes,0,947,0,0,,,,,,
418,2010,Alpine,14,Uncontrolled Diabetes,0,895,0,0,,,,,,
419,2011,Alpine,14,Uncontrolled Diabetes,0,888,0,0,,,,,,
420,2012,Alpine,14,Uncontrolled Diabetes,0,2975,0,0,,,,,,
421,2013,Alpine,14,Uncontrolled Diabetes,0,2967,0,0,,,,,,
422,2014,Alpine,14,Uncontrolled Diabetes,0,2018,0,0,,,,,,
423,2015,Alpine,14,Uncontrolled Diabetes,0,3000,0,0,,,,,,
424,2016,Alpine,14,Uncontrolled Diabetes,,,,,0,860,0,0,,
425,2017,Alpine,14,Uncontrolled Diabetes,,,,,0,909,0,0,,
426,2018,Alpine,14,Uncontrolled Diabetes,,,,,0,886,0,0,,
427,2019,Alpine,14,Uncontrolled Diabetes,,,,,0,909,0,0,,
428,2020,Alpine,14,Uncontrolled Diabetes,,,,,0,967,0,0,,
429,2021,Alpine,14,Uncontrolled Diabetes,,,,,0,"1,014",0,0,,
430,2005,Alpine,15,Asthma in Younger Adults (Age 18-39),0,281,0,0,,,,,,
431,2006,Alpine,15,Asthma in Younger Adults (Age 18-39),,,339,338.5,,,,,,
432,2007,Alpine,15,Asthma in Younger Adults (Age 18-39),0,280,0,0,,,,,,
433,2008,Alpine,15,Asthma in Younger Adults (Age 18-39),0,245,0,0,,,,,,
434,2009,Alpine,15,Asthma in Younger Adults (Age 18-39),0,235,0,0,,,,,,
435,2010,Alpine,15,Asthma in Younger Adults (Age 18-39),0,223,0,0,,,,,,
436,2011,Alpine,15,Asthma in Younger Adults (Age 18-39),0,208,0,0,,,,,,
437,2012,Alpine,15,Asthma in Younger Adults (Age 18-39),0,2296,0,0,,,,,,
438,2013,Alpine,15,Asthma in Younger Adults (Age 18-39),0,2272,0,0,,,,,,
439,2014,Alpine,15,Asthma in Younger Adults (Age 18-39),0,1298,0,0,,,,,,
440,2015,Alpine,15,Asthma in Younger Adults (Age 18-39),0,2460,0,0,,,,,,
441,2016,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,206,0,0,,
442,2017,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,246,0,0,,
443,2018,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,228,0,0,,
444,2019,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,258,0,0,,
445,2020,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,275,0,0,,
446,2021,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,303,0,0,,
447,2005,Alpine,16,Lower-Extremity Amputation (Diabetes),0,979,0,0,,,,,,
448,2006,Alpine,16,Lower-Extremity Amputation (Diabetes),0,1001,0,0,,,,,,
449,2007,Alpine,16,Lower-Extremity Amputation (Diabetes),0,1009,0,0,,,,,,
450,2008,Alpine,16,Lower-Extremity Amputation (Diabetes),0,957,0,0,,,,,,
451,2009,Alpine,16,Lower-Extremity Amputation (Diabetes),0,947,0,0,,,,,,
452,2010,Alpine,16,Lower-Extremity Amputation (Diabetes),0,895,0,0,,,,,,
453,2011,Alpine,16,Lower-Extremity Amputation (Diabetes),0,888,0,0,,,,,,
454,2012,Alpine,16,Lower-Extremity Amputation (Diabetes),0,2975,0,0,,,,,,
455,2013,Alpine,16,Lower-Extremity Amputation (Diabetes),0,2967,0,0,,,,,,
456,2014,Alpine,16,Lower-Extremity Amputation (Diabetes),0,2018,0,0,,,,,,
457,2015,Alpine,16,Lower-Extremity Amputation (Diabetes),0,3000,0,0,,,,,,
458,2016,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,860,0,0,,
459,2017,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,909,0,0,,
460,2018,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,886,0,0,,
461,2019,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,1,909,110,65.3,,
462,2020,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,967,0,0,,
463,2021,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,"1,014",0,0,,
464,2005,Alpine,90,Prevention Quality Overall Composite,3,979,306.4,332.7,,,,,,
465,2006,Alpine,90,Prevention Quality Overall Composite,2,1001,199.8,226.9,,,,,,
466,2007,Alpine,90,Prevention Quality Overall Composite,4,1009,396.4,430.2,,,,,,
467,2008,Alpine,90,Prevention Quality Overall Composite,1,957,104.5,105.3,,,,,,
468,2009,Alpine,90,Prevention Quality Overall Composite,2,947,211.2,216.6,,,,,,
469,2010,Alpine,90,Prevention Quality Overall Composite,4,895,446.9,473.3,,,,,,
470,2011,Alpine,90,Prevention Quality Overall Composite,1,888,112.6,107.2,,,,,,
471,2012,Alpine,90,Prevention Quality Overall Composite,2,2975,67.2,148.5,,,,,,
472,2013,Alpine,90,Prevention Quality Overall Composite,2,2967,67.4,142.6,,,,,,
473,2014,Alpine,90,Prevention Quality Overall Composite,0,2018,0,0,,,,,,
474,2015,Alpine,90,Prevention Quality Overall Composite,1,3000,33.3,76.8,,,,,,
475,2016,Alpine,90,Overall Composite,,,,,,,348.4,242.8,1,Cell suppressed for small numbers
476,2017,Alpine,90,Overall Composite,,,,,,,220,155.8,1,Cell suppressed for small numbers
477,2018,Alpine,90,Overall Composite,,,,,,,338.6,229,1,Cell suppressed for small numbers
478,2019,Alpine,90,Overall Composite,,,,,,,110,74.9,1,Cell suppressed for small numbers
479,2020,Alpine,90,Overall Composite,,,,,,,206.8,145.1,1,Cell suppressed for small numbers
480,2021,Alpine,90,Overall Composite,,,,,,,197.2,140.7,1,Cell suppressed for small numbers
481,2005,Alpine,91,Prevention Quality Acute Composite,1,979,102.1,119.4,,,,,,
482,2006,Alpine,91,Prevention Quality Acute Composite,1,1001,99.9,123.7,,,,,,
483,2007,Alpine,91,Prevention Quality Acute Composite,4,1009,396.4,469,,,,,,
484,2008,Alpine,91,Prevention Quality Acute Composite,0,957,0,0,,,,,,
485,2009,Alpine,91,Prevention Quality Acute Composite,0,947,0,0,,,,,,
486,2010,Alpine,91,Prevention Quality Acute Composite,4,895,446.9,522.8,,,,,,
487,2011,Alpine,91,Prevention Quality Acute Composite,0,888,0,0,,,,,,
488,2012,Alpine,91,Prevention Quality Acute Composite,1,2975,33.6,76.6,,,,,,
489,2013,Alpine,91,Prevention Quality Acute Composite,0,2967,0,0,,,,,,
490,2014,Alpine,91,Prevention Quality Acute Composite,0,2018,0,0,,,,,,
491,2015,Alpine,91,Prevention Quality Acute Composite,1,3000,33.3,76.8,,,,,,
492,2016,Alpine,91,Acute Composite,,,,,2,860,232.6,172.6,,
493,2017,Alpine,91,Acute Composite,,,,,0,909,0,0,,
494,2018,Alpine,91,Acute Composite,,,,,1,886,112.9,79.2,,
495,2019,Alpine,91,Acute Composite,,,,,0,909,0,0,,
496,2020,Alpine,91,Acute Composite,,,,,1,967,103.4,77.2,,
497,2021,Alpine,91,Acute Composite,,,,,0,"1,014",0,0,,
498,2005,Alpine,92,Prevention Quality Chronic Composite,2,979,204.3,212.3,,,,,,
499,2006,Alpine,92,Prevention Quality Chronic Composite,1,1001,99.9,107.8,,,,,,
500,2007,Alpine,92,Prevention Quality Chronic Composite,0,1009,0,0,,,,,,
501,2008,Alpine,92,Prevention Quality Chronic Composite,1,957,104.5,100.9,,,,,,
502,2009,Alpine,92,Prevention Quality Chronic Composite,2,947,211.2,206.1,,,,,,
503,2010,Alpine,92,Prevention Quality Chronic Composite,0,895,0,0,,,,,,
504,2011,Alpine,92,Prevention Quality Chronic Composite,1,888,112.6,102.5,,,,,,
505,2012,Alpine,92,Prevention Quality Chronic Composite,1,2975,33.6,72.8,,,,,,
506,2013,Alpine,92,Prevention Quality Chronic Composite,2,2967,67.4,140.2,,,,,,
507,2014,Alpine,92,Prevention Quality Chronic Composite,0,2018,0,0,,,,,,
508,2015,Alpine,92,Prevention Quality Chronic Composite,0,3000,0,0,,,,,,
509,2016,Alpine,92,Chronic Composite,,,,,,,116.1,79.5,1,Cell suppressed for small numbers
510,2017,Alpine,92,Chronic Composite,,,,,,,220,153.2,1,Cell suppressed for small numbers
511,2018,Alpine,92,Chronic Composite,,,,,,,225.7,150.9,1,Cell suppressed for small numbers
512,2019,Alpine,92,Chronic Composite,,,,,,,110,74.1,1,Cell suppressed for small numbers
513,2020,Alpine,92,Chronic Composite,,,,,,,103.4,71.2,1,Cell suppressed for small numbers
514,2021,Alpine,92,Chronic Composite,,,,,,,197.2,138.2,1,Cell suppressed for small numbers
515,2016,Alpine,93,Diabetes Composite,,,,,0,860,0,0,,
516,2017,Alpine,93,Diabetes Composite,,,,,1,909,110,78.7,,
517,2018,Alpine,93,Diabetes Composite,,,,,1,886,112.9,79.8,,
518,2019,Alpine,93,Diabetes Composite,,,,,1,909,110,78.5,,
519,2020,Alpine,93,Diabetes Composite,,,,,1,967,103.4,73.8,,
520,2021,Alpine,93,Diabetes Composite,,,,,2,"1,014",197.2,142.4,,
521,2005,Amador,1,Diabetes Short-term Complications,12,31101,38.6,40.3,,,,,,
522,2006,Amador,1,Diabetes Short-term Complications,9,31460,28.6,30,,,,,,
523,2007,Amador,1,Diabetes Short-term Complications,13,31883,40.8,42.9,,,,,,
524,2008,Amador,1,Diabetes Short-term Complications,12,31619,38,40.2,,,,,,
525,2009,Amador,1,Diabetes Short-term Complications,5,31769,15.7,16.7,,,,,,
526,2010,Amador,1,Diabetes Short-term Complications,10,31720,31.5,33.7,,,,,,
527,2011,Amador,1,Diabetes Short-term Complications,9,31760,28.3,30.4,,,,,,
528,2012,Amador,1,Diabetes Short-term Complications,13,32614,39.9,41.9,,,,,,
529,2013,Amador,1,Diabetes Short-term Complications,21,32252,65.1,68.9,,,,,,
530,2014,Amador,1,Diabetes Short-term Complications,24,33225,72.2,77,,,,,,
531,2015,Amador,1,Diabetes Short-term Complications,11,24635,44.7,47.1,,,,,,
532,2016,Amador,1,Diabetes Short-term Complications,,,,,10,"31,586",31.7,35.7,,
533,2017,Amador,1,Diabetes Short-term Complications,,,,,11,"32,677",33.7,37.9,,
534,2018,Amador,1,Diabetes Short-term Complications,,,,,25,"33,425",74.8,84.1,,
535,2019,Amador,1,Diabetes Short-term Complications,,,,,26,"33,684",77.2,87.2,,
536,2020,Amador,1,Diabetes Short-term Complications,,,,,18,"34,348",52.4,59.2,,
537,2021,Amador,1,Diabetes Short-term Complications,,,,,26,"34,985",74.3,84,,
538,2005,Amador,2,Perforated Appendix,11,40,27.5,27.4,,,,,,
539,2006,Amador,2,Perforated Appendix,5,20,25,24.1,,,,,,
540,2007,Amador,2,Perforated Appendix,8,25,32,27.9,,,,,,
541,2008,Amador,2,Perforated Appendix,7,30,23.3,24.5,,,,,,
542,2009,Amador,2,Perforated Appendix,9,41,22,21.2,,,,,,
543,2010,Amador,2,Perforated Appendix,17,36,47.2,40.1,,,,,,
544,2011,Amador,2,Perforated Appendix,10,25,40,31.9,,,,,,
545,2012,Amador,2,Perforated Appendix,6,22,27.3,23.4,,,,,,
546,2013,Amador,2,Perforated Appendix,11,25,44,39.5,,,,,,
547,2014,Amador,2,Perforated Appendix,10,16,62.5,45.2,,,,,,
548,2015,Amador,2,Perforated Appendix,17,28,60.7,55.3,,,,,,
549,2005,Amador,3,Diabetes Long-term Complications,26,31101,83.6,72.2,,,,,,
550,2006,Amador,3,Diabetes Long-term Complications,28,31460,89,76.3,,,,,,
551,2007,Amador,3,Diabetes Long-term Complications,18,31883,56.5,48,,,,,,
552,2008,Amador,3,Diabetes Long-term Complications,25,31619,79.1,66.3,,,,,,
553,2009,Amador,3,Diabetes Long-term Complications,14,31769,44.1,36.6,,,,,,
554,2010,Amador,3,Diabetes Long-term Complications,19,31720,59.9,49.2,,,,,,
555,2011,Amador,3,Diabetes Long-term Complications,18,31760,56.7,46.2,,,,,,
556,2012,Amador,3,Diabetes Long-term Complications,14,32614,42.9,35.9,,,,,,
557,2013,Amador,3,Diabetes Long-term Complications,15,32252,46.5,38.5,,,,,,
558,2014,Amador,3,Diabetes Long-term Complications,16,33224,48.2,39.2,,,,,,
559,2015,Amador,3,Diabetes Long-term Complications,21,24635,85.2,70.7,,,,,,
560,2016,Amador,3,Diabetes Long-term Complications,,,,,24,"31,586",76,65.4,,
561,2017,Amador,3,Diabetes Long-term Complications,,,,,28,"32,677",85.7,73.9,,
562,2018,Amador,3,Diabetes Long-term Complications,,,,,25,"33,425",74.8,64.7,,
563,2019,Amador,3,Diabetes Long-term Complications,,,,,27,"33,684",80.2,69,,
564,2020,Amador,3,Diabetes Long-term Complications,,,,,29,"34,348",84.4,72.5,,
565,2021,Amador,3,Diabetes Long-term Complications,,,,,27,"34,985",77.2,66.4,,
566,2005,Amador,5,COPD or Asthma in Older Adults (Age 40+),71,22349,317.7,309.1,,,,,,
567,2006,Amador,5,COPD or Asthma in Older Adults (Age 40+),64,22756,281.2,273.7,,,,,,
568,2007,Amador,5,COPD or Asthma in Older Adults (Age 40+),80,23159,345.4,333.8,,,,,,
569,2008,Amador,5,COPD or Asthma in Older Adults (Age 40+),94,23179,405.5,386.8,,,,,,
570,2009,Amador,5,COPD or Asthma in Older Adults (Age 40+),66,23419,281.8,266.4,,,,,,
571,2010,Amador,5,COPD or Asthma in Older Adults (Age 40+),94,23486,400.2,374.2,,,,,,
572,2011,Amador,5,COPD or Asthma in Older Adults (Age 40+),82,23520,348.6,320.8,,,,,,
573,2012,Amador,5,COPD or Asthma in Older Adults (Age 40+),78,23273,335.2,302.4,,,,,,
574,2013,Amador,5,COPD or Asthma in Older Adults (Age 40+),101,23064,437.9,386.4,,,,,,
575,2014,Amador,5,COPD or Asthma in Older Adults (Age 40+),85,24481,347.2,315.1,,,,,,
576,2015,Amador,5,COPD or Asthma in Older Adults (Age 40+),56,17286,324,276.2,,,,,,
577,2016,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,65,"23,427",277.5,273.1,,
578,2017,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,93,"24,087",386.1,380.4,,
579,2018,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,52,"24,503",212.2,208.2,,
580,2019,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,59,"24,761",238.3,231.2,,
581,2020,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,36,"25,215",142.8,139,,
582,2021,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,25,"25,596",97.7,95,,
583,2005,Amador,7,Hypertension,5,31101,16.1,14.1,,,,,,
584,2006,Amador,7,Hypertension,4,31460,12.7,11.1,,,,,,
585,2007,Amador,7,Hypertension,4,31883,12.5,10.8,,,,,,
586,2008,Amador,7,Hypertension,3,31619,9.5,8.1,,,,,,
587,2009,Amador,7,Hypertension,2,31769,6.3,5.3,,,,,,
588,2010,Amador,7,Hypertension,3,31720,9.5,7.9,,,,,,
589,2011,Amador,7,Hypertension,7,31760,22,18.3,,,,,,
590,2012,Amador,7,Hypertension,9,32614,27.6,23.6,,,,,,
591,2013,Amador,7,Hypertension,9,32252,27.9,23.7,,,,,,
592,2014,Amador,7,Hypertension,10,33224,30.1,25.1,,,,,,
593,2015,Amador,7,Hypertension,8,24635,32.5,27.6,,,,,,
594,2016,Amador,7,Hypertension,,,,,2,"31,586",6.3,5.9,,
595,2017,Amador,7,Hypertension,,,,,6,"32,677",18.4,17.2,,
596,2018,Amador,7,Hypertension,,,,,8,"33,425",23.9,22.4,,
597,2019,Amador,7,Hypertension,,,,,12,"33,684",35.6,33,,
598,2020,Amador,7,Hypertension,,,,,14,"34,348",40.8,38,,
599,2021,Amador,7,Hypertension,,,,,16,"34,985",45.7,42.7,,
600,2005,Amador,8,Heart Failure,108,31101,347.3,285.2,,,,,,
601,2006,Amador,8,Heart Failure,122,31460,387.8,317.3,,,,,,
602,2007,Amador,8,Heart Failure,98,31883,307.4,247.4,,,,,,
603,2008,Amador,8,Heart Failure,97,31619,306.8,242,,,,,,
604,2009,Amador,8,Heart Failure,96,31769,302.2,232.9,,,,,,
605,2010,Amador,8,Heart Failure,104,31720,327.9,248.3,,,,,,
606,2011,Amador,8,Heart Failure,99,31760,311.7,229.7,,,,,,
607,2012,Amador,8,Heart Failure,79,32614,242.2,182,,,,,,
608,2013,Amador,8,Heart Failure,97,32252,300.8,219.9,,,,,,
609,2014,Amador,8,Heart Failure,87,33224,261.9,191.4,,,,,,
610,2015,Amador,8,Heart Failure,99,24635,401.9,289.1,,,,,,
611,2016,Amador,8,Heart Failure,,,,,102,"31,586",322.9,260.1,,
612,2017,Amador,8,Heart Failure,,,,,121,"32,677",370.3,300.6,,
613,2018,Amador,8,Heart Failure,,,,,121,"33,425",362,292.6,,
614,2019,Amador,8,Heart Failure,,,,,108,"33,684",320.6,253.8,,
615,2020,Amador,8,Heart Failure,,,,,96,"34,348",279.5,225,,
616,2021,Amador,8,Heart Failure,,,,,112,"34,985",320.1,257.3,,
617,2005,Amador,10,Dehydration,48,31101,154.3,132,,,,,,
618,2006,Amador,10,Dehydration,28,31460,89,75.9,,,,,,
619,2007,Amador,10,Dehydration,71,31883,222.7,187.5,,,,,,
620,2008,Amador,10,Dehydration,48,31619,151.8,125.5,,,,,,
621,2009,Amador,10,Dehydration,19,31769,59.8,48.5,,,,,,
622,2010,Amador,10,Dehydration,33,31720,104,83.2,,,,,,
623,2011,Amador,10,Dehydration,34,31760,107.1,83.7,,,,,,
624,2012,Amador,10,Dehydration,26,32614,79.7,63.3,,,,,,
625,2013,Amador,10,Dehydration,39,32252,120.9,93.8,,,,,,
626,2014,Amador,10,Dehydration,54,33224,162.5,126.2,,,,,,
627,2015,Amador,10,Dehydration,28,24635,113.7,86.8,,,,,,
628,2005,Amador,11,Community-Acquired Pneumonia,116,31101,373,315.3,,,,,,
629,2006,Amador,11,Community-Acquired Pneumonia,101,31460,321,270.6,,,,,,
630,2007,Amador,11,Community-Acquired Pneumonia,94,31883,294.8,245.3,,,,,,
631,2008,Amador,11,Community-Acquired Pneumonia,102,31619,322.6,263.6,,,,,,
632,2009,Amador,11,Community-Acquired Pneumonia,118,31769,371.4,297.7,,,,,,
633,2010,Amador,11,Community-Acquired Pneumonia,97,31720,305.8,241.3,,,,,,
